	TCGA-44-6777-11A-01R-1858-07	TCGA-91-6835-11A-01R-1858-07	TCGA-44-2668-11A-01R-1758-07	TCGA-50-5933-11A-01R-1755-07	TCGA-49-6745-11A-01R-1858-07	TCGA-49-6742-11A-01R-1858-07	TCGA-44-2655-11A-01R-1758-07	TCGA-50-5932-11A-01R-1755-07	TCGA-44-2661-11A-01R-1758-07	TCGA-44-3396-11A-01R-1758-07	TCGA-91-6836-11A-01R-1858-07	TCGA-49-6743-11A-01R-1858-07	TCGA-44-2665-11A-01R-1758-07	TCGA-44-6776-11A-01R-1858-07	TCGA-49-6744-11A-01R-1858-07	TCGA-44-2657-11A-01R-1758-07	TCGA-50-5930-11A-01R-1755-07	TCGA-44-6778-11A-01R-1858-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6835-01A-11R-1858-07	TCGA-44-2668-01A-01R-0946-07	TCGA-50-5933-01A-11R-1755-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-50-5932-01A-11R-1755-07	TCGA-44-2661-01A-01R-1107-07	TCGA-44-3396-01A-01R-1206-07	TCGA-91-6836-01A-21R-1858-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-49-6744-01A-11R-1858-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5930-01A-11R-1755-07	TCGA-44-6778-01A-11R-1858-07
CTNNAL1|8727	1690.1408	1074.1088	1220.8141	1704.2193	2534.3173	807.8372	3763.6364	1787.3377	2057.7323	2040.975	2256.4395	2369.0476	1021.9512	1665.2482	1637.8158	1476.3802	821.5642	3659.1981	484.4819	717.833	1092.8693	1599.1632	1572.973	359.4333	723.2941	340.8146	696.926	354.6655	2286.2814	501.8991	453.0361	589.7989	615.5804	509.396	371.8546	1586.9289
CTNND2|1501	37.2825	50.1042	31.874	123.313	118.8192	57.272	241.2943	199.6753	221.5727	95.9483	57.036	120.4482	106.9686	218.4397	144.0913	96.1867	81.2453	37.1462	0.0	280.3612	0.8188	0.0	1.9656	5.22	6.4742	0.8313	7.6849	0.2238	0.0	2.1704	29.4118	2.1552	24.4399	3.3557	6.6403	742.3858
CTSK|1513	753.1069	1080.3718	942.0123	423.3556	899.631	303.2404	422.188	692.3701	2489.0163	675.7842	716.4664	796.9188	1047.0383	280.1418	902.3635	1359.704	283.2194	570.1651	3641.7675	3365.6885	3340.5664	3725.9379	2079.1155	214.7651	732.0989	300.4988	3621.0375	6045.424	472.4305	1327.1839	10856.7362	303.1609	2927.1894	1648.3221	2458.2245	842.0051
CTSL2|1515	9.942	10.0208	10.3687	42.6197	11.8081	10.2487	16.0247	71.4286	16.1316	18.6566	21.0955	6.3025	7.3171	30.4965	8.476	11.383	12.9081	37.7358	52.0779	113.7698	204.9812	67.3547	162.1622	388.516	13.2073	18.2876	22.0941	99.7986	267.3136	158.4373	13.2827	10.0575	36.1507	43.6242	163.3504	24.1117
CTSW|1521	868.2684	254.2788	434.7158	297.2013	274.5387	517.257	51.1556	538.1494	462.5983	504.9133	592.2372	421.5686	523.3449	404.2553	327.3024	721.6847	561.8831	99.6462	387.6907	515.5756	501.1259	344.4273	176.4128	86.5026	8.028	130.0914	466.8588	210.5616	152.1835	152.4688	106.2619	98.4195	284.6232	763.0872	241.7055	59.6447
CTTNBP2|83992	89.478	108.9766	104.4547	40.9149	41.3284	18.6888	81.9723	59.2532	65.9499	165.2443	65.6305	66.5266	48.0836	72.3404	172.1271	40.9789	107.8208	101.4151	24.7238	41.535	13.9202	7.1437	46.1916	11.9314	15.797	7.0657	24.976	118.8185	69.6956	20.076	71.1575	23.7069	45.3157	26.8456	15.9366	125.6345
CWH43|80157	35.6255	559.2881	0.768	48.8706	102.583	163.376	73.9599	16.2338	12.8104	42.3476	50.0042	2.8011	5.5749	50.3546	16.2999	10.8139	0.0	17.6887	0.526	35.6659	0.2729	0.0	1.4742	2.2371	1.8128	0.0	14.4092	0.4475	0.4411	0.0	0.4744	0.7184	0.0	0.6711	2.6561	1.269
CX3CL1|6376	3656.1723	1984.7527	4321.4286	12041.4832	3325.4613	1773.0219	5390.4468	3046.2662	2641.3179	4035.4565	1882.1893	2686.9748	1760.9756	4715.6028	3615.9739	1561.1838	1526.9552	9344.3396	1756.444	979.2325	1835.2781	6474.7229	6696.8059	297.5391	582.4162	350.3741	1099.4236	1666.5921	1228.9369	338.5784	7004.2694	597.7011	2951.6293	1469.7987	417.0084	1227.7919
CX3CR1|1524	745.6504	286.8466	67.2043	82.9663	248.7085	59.6835	403.3898	353.8961	511.4677	114.3088	172.6708	149.8599	85.7143	203.5461	69.7637	282.8685	148.8231	447.5236	578.6428	221.6704	13.6472	212.7795	213.2678	18.6428	105.6584	42.8096	167.147	61.3113	12.7922	12.4797	264.2315	56.7529	78.4114	74.4966	5.3122	147.8426
CXCL10|3627	256.8351	552.3988	34.9462	349.4815	1401.476	95.2524	77.0416	84.4156	368.6553	400.9693	244.5518	137.9552	72.8223	187.234	52.1597	333.5231	15.9453	1860.2594	652.2883	969.7517	1911.9754	2059.4201	675.6757	60.4027	108.766	75.6442	2950.048	1470.1275	203.7936	371.6766	175.0474	48.1322	832.4847	1479.8658	382.479	1590.736
CXCL14|9547	497.1002	1110.4344	144.0092	81.8298	223.6162	135.0414	224.3451	80.3571	323.1071	169.0941	73.4437	158.2633	92.3345	78.7234	80.1956	979.5105	47.836	23.5849	2617.0437	645.1467	1300.58	2739.0899	418.1818	486.2043	809.7889	157.1072	3967.3391	12494.0703	780.3264	361.9099	5209.203	148.7069	1475.0509	4373.8255	139.4455	211.2944
CXCL2|2920	454.0182	357.6187	1613.6713	10009.9446	1049.4465	2510.9269	3678.8906	1126.6234	1297.1732	1273.3883	5223.0949	1344.5378	2129.2683	10873.7589	783.0481	2698.9186	389.5216	32005.8962	57.3382	202.7088	1345.6158	67.3547	215.2334	743.475	1139.4536	87.2818	828.05	3622.9582	332.157	335.8654	149.9051	535.2011	624.7454	82.5503	215.1444	2965.736
CXCL9|4283	819.3869	1163.6701	71.8126	434.1526	2469.3727	184.4763	302.3112	263.7987	1494.5485	1569.5252	375.0315	240.8964	372.4739	465.9574	296.0065	1319.2943	75.9301	1707.5472	1462.3882	6215.3499	3910.4742	3314.6662	1849.14	89.4855	319.8239	171.2386	4108.0692	2958.38	333.9215	1352.6858	259.962	181.7529	1224.5418	5651.0067	1839.3522	9600.8883
CXCR2|3579	314.8302	41.336	569.1244	567.6943	62.7306	54.2577	92.7581	129.8701	178.8714	318.0509	242.9892	58.1232	150.5226	57.4468	78.8916	298.2356	83.5232	1079.0094	86.7964	77.6524	188.3316	16.8387	31.941	13.4228	41.4347	22.0283	87.4159	228.239	16.3211	11.9371	27.5142	14.3678	48.3707	29.5302	27.8891	105.9645
CXorf30|645090	2.4855	182.254	0.384	37.5053	23.6162	59.6835	19.7227	1.6234	2.3723	25.4678	7.8132	0.7003	2.439	28.3688	11.7359	8.5373	0.0	16.5094	0.0	16.2528	0.0	0.0	4.4226	6.7114	0.5179	2.9094	10.0865	1.5663	0.0	14.65	2.3719	0.0	1.0183	3.3557	5.3122	0.0
CXorf41|139212	14.0845	261.7945	0.768	55.1215	343.1734	127.2042	40.0616	4.0584	2.8468	43.8282	28.9087	3.5014	4.1812	53.9007	9.128	28.4576	0.0	17.0991	0.0	26.6366	0.8188	0.0	1.9656	2.9828	3.3666	0.0	53.7944	1.3426	0.0	0.0	1.8975	1.4368	0.0	22.1477	10.6244	1.9036
CXorf64|100130613	0.0	0.6263	0.0	0.0	0.738	1.8086	0.0	0.0	0.0	0.2961	2.3439	0.7003	0.0	0.7092	0.0	0.5692	0.0	0.0	3.1562	2.2573	0.0	3.0616	23.0958	0.0	0.0	1.2469	0.4803	4.4753	0.0	0.0	0.0	2.8736	3.5642	4.0268	0.0	0.0
CYBRD1|79901	10583.2643	8090.5759	5124.0399	14073.59	10056.0886	5035.1168	10862.5578	11606.3312	9846.9393	8290.6464	9835.201	13929.972	7085.3659	13502.8369	12707.4165	7315.3102	10558.8459	9233.4906	5866.9122	2452.8217	1470.3514	3006.4676	2138.0835	1567.487	4956.1051	1452.2028	4273.7752	2716.4914	598.1473	2670.6457	6652.277	6066.092	3646.6395	6269.1275	3043.8954	3746.8274
CYP1A1|1543	44.739	1.8789	653.2258	9.0922	0.0	2.4115	4.0062	4.0584	0.9489	397.4156	8.5945	4.902	4.878	8.5106	131.0513	0.5692	238.4207	7.6651	1.0521	0.9029	2.4565	0.5103	0.0	2.2371	0.259	0.0	0.0	0.8951	0.0	1.0852	0.0	0.7184	4.0733	0.0	11.9525	1.269
CYP1A2|1544	42.2535	3.1315	80.6452	5.1144	8.1181	7.2344	18.1818	18.6688	27.9931	68.1115	41.4097	18.9076	25.4355	42.5532	89.3236	7.9681	100.9871	15.9198	0.0	0.4515	0.0	0.0	0.0	0.0	0.5179	0.0	0.4803	2.0139	0.0	0.0	0.0	0.0	3.055	2.0134	0.0	2.5381
CYP24A1|1591	8.285	30.0625	3.0722	22.7305	10.3321	13.263	28.3513	6.4935	3.3212	8.588	14.845	25.2101	8.3624	7.8014	3.26	10.2447	0.7593	5.8962	705.9442	13.0926	1473.0809	814.3792	591.1548	1443.6987	2943.9337	101.4131	120.5572	316.1781	1402.2938	23754.7477	786.0531	283.7644	318.7373	32.8859	3270.9924	6.9797
CYP27B1|1594	28.169	35.6992	33.7942	40.3466	19.9262	27.7317	7.396	12.987	39.8546	19.8412	20.3142	11.2045	18.4669	14.1844	10.4319	50.6545	11.3895	30.6604	118.3588	40.1806	451.45	163.2841	215.2334	105.1454	72.5107	45.719	55.7157	285.97	21.1734	157.8947	1155.1233	23.7069	172.0978	681.2081	152.726	128.8071
CYP27C1|339761	4.1425	63.8829	2.6882	14.7748	2.214	36.7747	5.547	5.6818	13.2849	2.073	3.1253	0.7003	4.878	1.4184	0.0	4.5532	5.3151	5.3066	4.7344	9.4808	169.7714	42.8621	74.6929	70.8427	11.1356	37.8221	4.8031	4.9228	5.2933	5.4259	237.1917	20.8333	4.5825	6.7114	23.9049	3.1726
CYP2A13|1553	3.314	30.0625	0.384	5.1144	31.7343	28.3346	10.1695	0.8117	0.9489	14.2146	3.1253	0.0	0.3484	24.8227	5.868	5.6915	0.0	1.1792	0.0	11.2867	0.0	0.0	15.2334	0.0	0.0	0.0	5.2834	0.0	0.0	0.0	0.0	0.0	0.0	10.0671	0.0	0.6345
CYP2B7P1|1556	2152.4441	4390.3806	5062.596	3527.7738	2927.6753	5303.3911	2293.0663	1761.3636	2884.2413	2828.4028	3361.2198	2591.0364	2851.9164	4490.7801	2608.639	2768.3552	4961.2756	2371.4623	1041.031	2398.1941	35.7557	15.8181	371.4988	917.226	2225.0421	800.4988	3947.1662	9.8456	53.8156	6764.5144	245.7306	14311.0632	776.9857	5344.9664	1156.7334	434.6447
CYP2D7P1|1564	0.8285	8.7682	1.1521	4.5461	0.0	1.8086	1.5408	2.4351	2.3723	3.2575	3.1253	1.4006	1.7422	8.5106	2.608	2.2766	1.5186	7.6651	2.1042	13.544	3.8212	3.5718	3.4398	8.9485	3.6255	1.6625	8.6455	11.1882	4.8522	6.5111	7.1157	7.9023	11.7108	10.7383	7.9683	9.5178
CYP3A5|1577	72.0795	35.6992	73.3487	115.9483	68.6347	60.2864	107.2419	147.7273	62.1542	187.7507	73.4437	149.2017	24.0418	139.0071	80.2608	116.107	82.0729	349.6462	46.2914	4.9661	35.2098	9.1847	54.5455	684.5638	45.5781	173.7323	13.4486	5.5941	14.9978	113.9447	199.241	7.1839	24.4399	25.0201	45.1538	98.3503
CYP3A7|1551	42.2535	31.9414	8.8326	35.2095	32.4723	36.1718	53.621	134.7403	27.9931	108.9784	24.2208	150.5182	6.2718	36.8794	166.194	41.5481	18.1549	11.7925	1.0521	1.8059	2.7294	0.0	1.4742	1.4914	4.4024	1.2469	4.3228	0.6713	1.3233	0.5426	1.4231	0.7184	9.6741	38.0671	0.0	0.0
CYP4Z1|199974	3.314	31.3151	4.6083	11.9335	5.9041	7.8372	3.698	10.5519	10.9126	6.8111	10.1571	5.6022	8.3624	36.1702	8.476	7.9681	0.7593	28.8915	0.0	0.9029	0.0	0.0	0.4914	0.0	3.6255	5.4032	4.3228	1.5663	0.4411	0.5426	0.4744	9.3391	2.0367	39.5973	0.0	2.5381
CYS1|192668	295.7746	258.0366	82.1813	296.633	207.3801	238.1311	590.1387	552.7597	605.8852	335.523	399.2523	314.4258	219.8606	585.1064	404.89	392.1457	299.9241	321.3443	104.6817	39.2777	68.509	76.5394	86.4865	60.4027	58.2675	26.1845	174.8319	85.0302	3.0878	57.5149	252.8463	32.3276	107.943	50.3356	18.5927	62.1827
CYTL1|54360	53.8525	37.5782	69.1244	10.797	42.8044	74.7551	95.5316	22.7273	93.4686	100.9827	37.5031	184.8739	203.8328	39.7163	238.6308	37.564	31.8907	92.5708	45.2393	17.1558	88.161	43.3723	13.2678	11.1857	37.2912	2.0781	64.8415	51.2419	15.4389	20.6186	183.5863	5.0287	83.5031	63.7584	42.4977	31.7259
DACT2|168002	202.9826	301.2515	23.4255	19.8892	146.8635	129.0128	334.6687	249.1883	297.4863	40.2746	135.1676	181.3725	149.4774	141.1348	144.0913	260.6716	65.2999	71.3443	1.5781	47.8555	3.0024	1.5308	8.3538	302.0134	33.6657	22.0283	196.4457	2.2376	7.4989	4.3407	0.9488	331.1782	30.0407	199.3289	90.3075	65.9898
DAPK2|23604	757.2494	963.2533	913.9785	1452.479	1311.4391	823.5117	1324.4992	1676.1364	1585.6447	1274.5729	1117.2813	1224.7899	1800.3484	1760.2837	1440.2608	1285.1451	1732.7259	1359.0802	143.6086	228.8939	81.0645	76.0291	164.1278	120.8054	203.0299	272.2361	452.4496	186.8427	50.7278	122.6262	117.6471	1142.9598	279.5316	420.1342	135.4613	426.3959
DARC|2532	1612.2618	1829.4296	2473.8863	975.1385	1169.7417	2403.6172	3381.2018	831.9805	1152.4629	3560.7491	747.719	3381.6527	3057.1429	712.766	1133.1703	1919.7496	724.3736	3411.5566	177.8012	785.553	108.086	30.1055	394.5946	442.953	876.8613	87.6974	326.609	194.2269	8.3811	190.9929	14.7059	171.6954	774.4399	638.9262	200.5359	1247.4619
DCC|1630	36.454	4.3841	21.5054	103.4238	11.8081	53.052	80.7396	104.7078	13.2849	91.2101	26.5647	39.2157	66.899	112.0567	91.9315	21.6278	102.5057	31.8396	9.4687	8.1264	1.6377	3.5718	22.113	23.8628	17.3508	3.325	9.6061	4.4753	1.3233	5.4259	0.4744	5.0287	8.6558	24.1611	10.6244	43.7817
DCST2|127579	0.0	8.7682	1.5361	5.6826	2.214	1.8086	2.1572	1.6234	2.3723	1.7768	0.0	1.4006	1.7422	2.8369	0.652	3.4149	0.7593	10.0236	2.1042	8.5779	7.0966	4.0821	1.9656	7.4571	22.0122	8.3126	9.1258	9.3981	6.1756	23.3315	19.4497	11.4943	16.2933	4.698	49.1379	2.5381
DDC|1644	38.9395	10.6471	28.0338	32.9592	47.9705	129.6157	23.4206	41.3961	51.7161	35.8326	85.9447	44.8179	68.9895	24.8227	69.7637	57.4843	40.243	77.8302	6.8385	3.1603	0.2729	9.695	8.3538	563.0127	20.4584	27.4314	17.2911	0.2238	16.7622	0.5426	4.7438	8.6207	6.6191	8.7248	9.2964	2091.3706
DDIT4|54541	929.5775	1680.3696	1563.3641	1049.0126	3045.0185	1201.5072	1232.3575	1778.4091	1055.6731	6288.4654	1322.7673	1930.6723	3624.0418	1542.5532	3509.6985	1369.3796	3562.6424	1298.3491	2042.6092	657.7878	19621.972	4160.6817	7698.2801	1427.2931	1594.4581	6004.1563	1374.1595	8409.4876	1804.5876	4892.5665	6442.5996	5520.8333	5513.7475	1859.0604	11576.6303	1559.0102
DDN|23109	0.8285	1.2526	3.4908	10.797	2.214	4.22	1.849	1.6234	0.9489	2.9614	0.7813	1.4006	2.439	4.2553	1.304	3.9841	0.7593	5.8962	17.1436	9.1422	6.8591	19.4716	32.0835	6.9053	0.5231	5.4821	3.3622	10.4453	29.2854	6.0716	2.4288	9.4612	22.5916	6.1409	5.3786	6.3452
DDO|8528	129.2461	56.9935	98.3103	52.2802	178.5978	139.2615	94.2866	138.7987	119.0894	99.7981	127.3544	148.4594	137.9791	59.5745	114.0994	99.6016	92.6348	118.5142	120.4629	41.0835	13.1013	131.6478	28.5012	20.8799	40.6578	17.0407	161.3833	42.0676	2.6467	87.3576	92.0304	4.3103	56.5173	154.3624	11.9525	52.0305
DDX12|440081	8.285	50.1042	18.8172	15.3431	11.0701	11.4544	15.1002	16.2338	30.3654	16.5837	14.0637	18.2073	19.1638	30.4965	27.3839	40.9789	18.9825	34.7877	18.9374	107.4492	86.2504	31.6363	107.6167	61.8941	24.0839	39.4846	76.8492	78.3173	121.3057	54.2594	81.1195	20.1149	34.1141	103.3557	47.8099	57.1066
DDX43|55510	4.971	8.6242	27.5499	95.2919	112.7897	110.8968	49.5932	12.1753	63.6393	58.5048	32.8153	51.8207	12.5436	24.8227	33.9886	1.7075	19.7418	80.1474	2.6302	4.9661	4.913	11.736	1.4742	14.1685	38.5446	1.6625	8.0211	244.209	0.0	0.0	70.2989	0.7184	1.0183	2.6846	204.9848	5.0761
DEPDC1|55635	14.0845	6.8893	24.5776	5.1144	32.4723	25.3203	9.5532	14.6104	15.6572	11.5493	7.0318	16.8067	11.4983	6.383	7.824	59.761	6.8337	10.0236	95.7391	161.1738	489.6622	229.1079	239.8034	444.4444	56.4547	145.054	94.6206	214.1419	702.6908	556.1584	115.2751	35.2011	92.668	165.7718	175.3029	433.3756
DEPDC7|91614	12.4275	11.2734	8.0645	2.2731	8.8561	3.6172	17.5655	5.6818	33.2122	5.3305	4.6879	15.4062	8.0139	7.0922	13.6919	13.6596	11.3895	9.434	32.0884	43.7923	27.8403	34.6979	55.0369	58.9113	10.6176	0.0	42.7474	15.4397	57.7856	54.2594	167.9317	37.3563	37.6782	14.7651	37.1855	44.4162
DERL3|91319	732.3944	302.5041	234.639	202.8697	101.107	324.3406	53.621	70.6169	153.725	142.4418	96.8831	85.4342	61.6725	37.5887	106.2755	482.0717	211.8451	99.0566	1754.3398	255.9819	466.7349	454.644	269.2875	60.4027	295.2221	246.4672	2029.7791	2189.3041	263.3436	759.0884	967.7419	251.4368	1580.4481	2526.1745	2576.4211	626.269
DFNA5|1687	193.0406	840.498	446.2366	102.8555	145.3875	181.4619	152.5424	135.5519	260.4784	173.24	311.7449	121.8487	119.8606	172.3404	179.9511	203.1873	89.5976	127.3585	452.9195	1000.4515	760.969	201.0435	222.6044	474.2729	88.5666	249.7922	536.5034	927.2768	255.4036	382.5285	579.6964	67.5287	350.3055	475.1678	334.6691	243.6548
DGCR5|26220	8.285	17.5365	7.2965	3.4096	3.69	12.0573	10.1695	12.1753	14.7083	2.9614	57.8174	8.4034	5.2265	4.2553	4.564	4.5532	3.7965	4.1274	141.4624	157.5621	143.8417	210.2282	28.0098	121.5511	16.5739	12.8845	146.0134	233.1618	533.5245	177.4281	159.8672	33.7644	48.2637	123.4899	62.4184	41.8782
DGKI|9162	2.4855	1.8789	0.768	1.7048	0.0	0.6029	1.5408	0.8117	2.3723	0.8884	0.7813	10.5042	1.0453	2.1277	5.868	1.7075	0.0	1.1792	5.7864	0.9029	5.7318	14.2874	4.4226	0.0	3.3666	0.0	2.4015	2.9089	0.8822	28.7575	11.3852	1.4368	3.5642	1.3423	23.9049	5.7107
DHH|50846	10.7705	2.5052	8.4485	2.8413	11.0701	3.6172	30.2003	13.7987	45.5481	22.2103	10.9384	22.409	16.3763	6.383	13.6919	17.0746	5.3151	54.2453	1.5781	5.4176	7.3695	5.1026	12.7764	1.4914	4.6614	3.7406	3.8425	4.9228	0.0	2.713	0.4744	3.592	10.1833	4.0268	2.6561	10.1523
DIO2|1734	38.9395	326.3036	66.0522	27.2766	63.4686	112.1326	23.7288	21.9156	164.6376	85.2874	18.7516	49.7199	70.0348	9.9291	95.8435	22.7661	30.3721	19.4575	290.8995	197.7427	357.5571	145.4249	899.7543	94.7054	64.4827	23.6908	346.3016	388.9013	191.8835	253.9338	4808.3491	10.7759	321.7923	310.7383	81.0112	26.6497
DIO3|1735	35.6255	15.6576	28.8018	25.0036	16.9742	13.8659	24.3451	23.539	17.0806	20.4334	3.9066	26.6106	10.453	30.4965	52.1597	10.8139	31.8907	8.2547	39.4529	11.7381	16.1037	2.0411	3.9312	38.777	8.028	0.4156	11.5274	3.804	0.8822	1.6278	67.3624	5.7471	19.8574	9.396	1.3281	1.269
DIRAS1|148252	40.5965	142.797	56.4516	15.9114	11.8081	56.6692	4.3143	12.1753	27.0442	19.545	18.7516	9.8039	14.2857	6.383	9.78	32.4417	15.186	14.1509	410.3104	334.9887	185.3292	587.8226	406.3882	8.2028	53.3471	133.0008	86.9356	10.0694	696.0741	122.0836	147.0588	114.2241	112.5255	64.4295	23.9049	16.4975
DIRAS3|9077	98.5915	149.06	47.619	84.6711	81.1808	144.0844	132.5116	75.487	166.5354	63.0771	40.6284	196.0784	60.9756	55.3191	106.2755	52.9311	53.9104	86.6745	26.828	106.5463	5.1859	6.6334	72.2359	166.2938	60.0803	26.1845	25.4563	73.1707	895.4566	8.6815	357.685	17.9598	22.9124	31.5436	7.9683	25.3807
DKFZp434J0226|93429	0.0	3.1315	0.0	0.0	0.0	0.0	0.9245	2.4351	0.4745	0.2961	0.0	0.0	0.3484	1.4184	1.304	1.1383	0.0	0.0	1.0521	2.7088	2.4565	2.5513	1.4742	0.0	0.259	0.0	2.4015	3.5802	0.0	0.5426	53.1309	0.7184	8.1466	5.3691	1.3281	1.9036
DKFZp686O24166|374383	41.425	235.4897	73.7327	130.1321	33.2103	57.8749	21.2635	53.5714	28.942	87.0642	75.0063	45.5182	33.7979	55.3191	55.4197	40.9789	40.243	87.2642	34.7186	37.0203	57.3183	50.0057	23.5872	16.4057	4.6614	4.5719	18.732	72.7232	3.5289	15.7352	70.2087	3.592	13.2383	19.4631	18.5927	322.335
DKFZp779M0652|374387	11.599	3.1315	6.5284	7.9557	16.2362	5.4258	8.0123	5.6818	7.5914	6.515	7.8132	4.902	10.1045	2.1277	7.172	10.8139	9.8709	10.6132	4.2083	1.8059	0.0	1.0205	1.4742	5.22	8.8049	1.2469	15.8501	2.0139	0.4411	0.0	1.8975	2.8736	1.0183	2.0134	1.3281	2.5381
DLGAP1|9229	25.6835	30.6888	41.8587	19.8892	10.3321	133.2329	28.9676	44.6429	5.2191	33.7596	15.6263	28.0112	24.3902	9.2199	41.7278	50.6545	23.5383	19.4575	4.2083	44.6411	1.9106	3.5718	4.4226	60.4027	3.3666	1.2469	32.1806	1.3426	0.4411	2.713	145.1613	1.4368	6.6191	3.3557	2.6561	145.9391
DLL3|10683	1.657	0.0	0.0	0.0	1.476	0.0	0.0	0.0	0.4745	0.2961	0.0	0.0	0.3484	0.0	0.0	0.5692	0.0	3.5377	25.2499	55.9819	0.2729	0.0	16.7076	6.7114	2.8486	1.2469	2.8818	1.3426	94.3979	41.7797	0.0	0.7184	19.3483	14.094	22.5769	394.0355
DLX6|1750	0.0	0.6263	0.0	0.0	0.0	0.0	1.2327	0.0	0.4745	0.2961	0.0	1.4006	1.0453	0.7092	2.608	2.8458	0.0	0.0	2.6302	41.0835	9.5531	3.5718	0.4914	49.9627	0.0	0.0	0.4803	0.0	86.0168	0.5426	10.9108	2.8736	4.5825	33.557	1.3281	0.0
DMBX1|127343	0.0	5.6367	0.0	0.0	0.0	0.0	0.6163	0.8117	0.0	0.0	0.7813	0.0	0.0	0.0	0.0	0.5692	0.0	0.0	6.8385	7.6749	12.8284	12.2463	39.8034	5.22	0.5179	2.0781	4.3228	60.8637	67.049	11.3945	24.6679	0.0	4.0733	4.698	0.0	0.0
DMD|1756	540.1823	1181.2065	348.6943	683.0516	481.9188	783.7227	580.5855	454.5455	537.0885	597.0118	403.9402	651.2605	524.3902	834.7518	663.0807	387.0233	369.7798	483.4906	311.415	364.3341	84.3398	92.3575	144.4717	900.8203	215.9782	119.2851	153.2181	158.8722	153.5068	990.7759	153.7002	291.6667	410.8961	369.7987	112.8844	505.0761
DMRT2|10655	30.6545	25.6784	6.5284	9.6605	18.4502	23.5117	22.4961	33.2792	6.168	11.2532	15.6263	18.2073	3.8328	10.6383	7.824	17.6437	13.6674	38.9151	0.0	12.6411	2.4565	1.5308	11.7936	5.9657	3.1076	2.9094	15.3698	0.6713	0.4411	55.8871	8.0645	0.7184	7.6375	18.1208	9.2964	12.0558
DNA2|1763	28.169	17.5365	39.5545	17.0479	16.9742	18.0859	28.9676	26.7857	26.0953	19.545	28.1274	15.4062	26.4808	35.461	30.6438	44.963	17.4639	58.3726	32.6144	138.6005	147.6629	109.7065	138.5749	135.7196	67.3313	73.1505	106.1479	84.8064	292.457	310.9061	58.3491	123.5632	61.0998	95.302	99.6039	299.4924
DNAH12|201625	53.8525	990.1843	2.6882	205.711	222.8782	354.4838	98.3051	20.2922	15.1827	156.3602	93.7579	0.7003	28.5714	160.9929	41.0758	62.0376	3.0372	57.783	1.0521	102.9345	0.2729	1.5308	15.2334	4.4743	6.9921	1.2469	37.9443	4.2515	1.7644	0.5426	3.3207	2.1552	1.0183	28.1879	11.9525	4.4416
DNAH14|127602	12.4275	25.0521	24.9616	47.7341	25.8303	27.7317	24.3451	19.4805	23.2485	27.8369	45.3163	30.112	25.784	26.9504	22.8199	15.3671	21.2604	43.6321	37.8748	47.4041	117.3661	91.337	40.7862	71.5884	94.5229	166.6667	72.5264	72.7232	118.2179	177.4281	107.685	49.569	96.7413	47.651	70.3868	145.3046
DNAH1|25981	111.8476	1304.5881	108.679	413.1269	167.5277	379.2012	210.1695	204.5455	129.5275	395.3427	342.9976	74.2297	112.1951	248.9362	194.947	211.7245	98.7092	471.1085	47.3435	469.0745	68.2361	31.6363	38.3292	59.657	58.0085	24.1064	165.2257	123.7413	44.9934	83.0168	132.8273	47.4138	72.3014	241.6107	34.5294	276.0152
DNAH6|1768	62.1375	1503.126	11.1367	335.8432	234.6863	529.3142	133.7442	55.1948	23.2485	156.3602	124.2292	14.7059	35.1916	229.7872	54.1157	51.7928	12.1488	76.6509	6.3125	115.5756	4.0942	4.0821	12.7764	29.0828	28.4863	7.4813	60.0384	7.8317	8.3811	0.0	9.962	20.8333	12.7291	49.6644	29.2171	34.8985
